Hero,Stat Context Type,Stat Context Name,Stat,Amount
Mei,Ruleset,Elimination,Offensive Assists - Most in Game,1.0
Mei,Ruleset,Elimination,Critical Hits,3.0
Mei,Ruleset,Elimination,Critical Hits - Most in Game,2.0
Mei,Ruleset,Elimination,Critical Hits - Most in Life,2.0
Mei,Ruleset,Elimination,Self Healing,1607.6501269999999
Mei,Ruleset,Elimination,Self Healing - Most in Game,356.380721
Mei,Ruleset,Elimination,Hero Damage Done,2779.7383170000003
Mei,Ruleset,Elimination,Hero Damage Done - Most in Game,499.73999000000003
Mei,Ruleset,Elimination,Hero Damage Done - Most in Life,499.73999000000003
Mei,Ruleset,Elimination,Barrier Damage Done,209.25
Mei,Ruleset,Elimination,Barrier Damage Done - Most in Game,90.0
Mei,Ruleset,Elimination,Assists,7.0
Mei,Ruleset,Mystery Heroes,Eliminations,142.0
Mei,Ruleset,Mystery Heroes,Time Played,6898.9309299999995
Mei,Ruleset,Mystery Heroes,Eliminations - Most in Life,8.0
Mei,Ruleset,Mystery Heroes,Most Score within one Life,773.224999
Mei,Ruleset,Mystery Heroes,Deaths,90.0
Mei,Ruleset,Mystery Heroes,Final Blows,38.0
Mei,Ruleset,Mystery Heroes,Solo Kills,11.0
Mei,Ruleset,Mystery Heroes,All Damage Done - Most in Life,2030.800612
Mei,Ruleset,Mystery Heroes,Games Played,12.205197
Mei,Ruleset,Mystery Heroes,Games Won,8.952486
Mei,Ruleset,Mystery Heroes,Score,13515.102302000001
Mei,Ruleset,Mystery Heroes,Weapon Accuracy - Best in Game,1.0
Mei,Ruleset,Mystery Heroes,All Damage Done,38013.671981
Mei,Ruleset,Mystery Heroes,Kill Streak - Best,8.0
Mei,Ruleset,Mystery Heroes,All Damage Done - Most in Game,2030.800612
Mei,Ruleset,Mystery Heroes,Enemies Frozen,113.0
Mei,Ruleset,Mystery Heroes,Enemies Frozen - Most in Game,6.0
Mei,Ruleset,Mystery Heroes,Blizzard Kills - Most in Game,2.0
Mei,Ruleset,Mystery Heroes,Blizzard Kills,6.0
Mei,Ruleset,Mystery Heroes,Damage Blocked - Most in Game,3499.756139
Mei,Ruleset,Mystery Heroes,Damage Blocked,44947.742239
Mei,Ruleset,Mystery Heroes,Eliminations - Most in Game,8.0
Mei,Ruleset,Mystery Heroes,Final Blows - Most in Game,4.0
Mei,Ruleset,Mystery Heroes,Objective Kills,54.0
Mei,Ruleset,Mystery Heroes,Objective Time,799.872031
Mei,Ruleset,Mystery Heroes,Objective Kills - Most in Game,6.0
Mei,Ruleset,Mystery Heroes,Objective Time - Most in Game,66.095003
Mei,Ruleset,Mystery Heroes,Turrets Destroyed,13.0
Mei,Ruleset,Mystery Heroes,Multikills,1.0
Mei,Ruleset,Mystery Heroes,Multikill - Best,3.0
Mei,Ruleset,Mystery Heroes,Solo Kills - Most in Game,1.0
Mei,Ruleset,Mystery Heroes,Medals - Bronze,13.494369
Mei,Ruleset,Mystery Heroes,Medals - Silver,14.497917999999999
Mei,Ruleset,Mystery Heroes,Medals - Gold,9.160621
Mei,Ruleset,Mystery Heroes,Medals,37.152908000000004
Mei,Ruleset,Mystery Heroes,Cards,1.0
Mei,Ruleset,Mystery Heroes,Time Spent on Fire,132.15993999999998
Mei,Ruleset,Mystery Heroes,Offensive Assists,43.0
Mei,Ruleset,Mystery Heroes,Offensive Assists - Most in Game,4.0
Mei,Ruleset,Mystery Heroes,Critical Hits,35.0
Mei,Ruleset,Mystery Heroes,Critical Hits - Most in Game,3.0
Mei,Ruleset,Mystery Heroes,Critical Hits - Most in Life,3.0
Mei,Ruleset,Mystery Heroes,Self Healing,10037.328311
Mei,Ruleset,Mystery Heroes,Self Healing - Most in Game,663.331429
Mei,Ruleset,Mystery Heroes,Time Spent on Fire - Most in Game,35.225018
Mei,Ruleset,Mystery Heroes,Hero Damage Done,27904.766338999998
Mei,Ruleset,Mystery Heroes,Hero Damage Done - Most in Game,1534.675612
Mei,Ruleset,Mystery Heroes,Hero Damage Done - Most in Life,1534.675612
Mei,Ruleset,Mystery Heroes,Barrier Damage Done,8237.365986
Mei,Ruleset,Mystery Heroes,Barrier Damage Done - Most in Game,734.775
Mei,Ruleset,Mystery Heroes,Assists,104.0
Mei,Ruleset,Duel,Eliminations,2.0
Mei,Ruleset,Duel,Time Played,215.018225
Mei,Ruleset,Duel,Eliminations - Most in Life,1.0
Mei,Ruleset,Duel,Most Score within one Life,125.0
Mei,Ruleset,Duel,Deaths,5.0
Mei,Ruleset,Duel,Final Blows,2.0
Mei,Ruleset,Duel,Solo Kills,2.0
Mei,Ruleset,Duel,All Damage Done - Most in Life,250.0
Mei,Ruleset,Duel,Games Played,0.848462
Mei,Ruleset,Duel,Games Won,0.17486300000000002
Mei,Ruleset,Duel,Score,261.926155
Mei,Ruleset,Duel,Weapon Accuracy - Best in Game,0.4
Mei,Ruleset,Duel,All Damage Done,904.5
Mei,Ruleset,Duel,Kill Streak - Best,1.0
Mei,Ruleset,Duel,All Damage Done - Most in Game,450.0
Mei,Ruleset,Duel,Enemies Frozen,2.0
Mei,Ruleset,Duel,Enemies Frozen - Most in Game,2.0
Mei,Ruleset,Duel,Damage Blocked - Most in Game,35.0
Mei,Ruleset,Duel,Damage Blocked,60.0
Mei,Ruleset,Duel,Eliminations - Most in Game,2.0
Mei,Ruleset,Duel,Final Blows - Most in Game,2.0
Mei,Ruleset,Duel,Solo Kills - Most in Game,2.0
Mei,Ruleset,Duel,Medals - Gold,2.449622
Mei,Ruleset,Duel,Medals,2.449622
Mei,Ruleset,Duel,Cards,2.0
Mei,Ruleset,Duel,Critical Hits,2.0
Mei,Ruleset,Duel,Critical Hits - Most in Game,2.0
Mei,Ruleset,Duel,Critical Hits - Most in Life,1.0
Mei,Ruleset,Duel,Self Healing,268.153869
Mei,Ruleset,Duel,Self Healing - Most in Game,150.000022
Mei,Ruleset,Duel,Hero Damage Done,754.5
Mei,Ruleset,Duel,Hero Damage Done - Most in Game,450.0
Mei,Ruleset,Duel,Hero Damage Done - Most in Life,250.0
Mei,Ruleset,Duel,Barrier Damage Done,150.0
Mei,Ruleset,Duel,Barrier Damage Done - Most in Game,150.0
Mei,Ruleset,Team Deathmatch,Eliminations,117.0
Mei,Ruleset,Team Deathmatch,Time Played,3655.726553
Mei,Ruleset,Team Deathmatch,Eliminations - Most in Life,8.0
Mei,Ruleset,Team Deathmatch,Most Score within one Life,490.83227300000004
Mei,Ruleset,Team Deathmatch,Deaths,79.0
Mei,Ruleset,Team Deathmatch,Final Blows,39.0
Mei,Ruleset,Team Deathmatch,Solo Kills,11.0
Mei,Ruleset,Team Deathmatch,All Damage Done - Most in Life,1094.468221
Mei,Ruleset,Team Deathmatch,Games Played,10.744288000000001
Mei,Ruleset,Team Deathmatch,Games Won,4.898015
Mei,Ruleset,Team Deathmatch,Score,8291.212566
Mei,Ruleset,Team Deathmatch,Weapon Accuracy - Best in Game,1.0
Mei,Ruleset,Team Deathmatch,All Damage Done,24225.626978
Mei,Ruleset,Team Deathmatch,Kill Streak - Best,8.0
Mei,Ruleset,Team Deathmatch,All Damage Done - Most in Game,3776.603118
Mei,Ruleset,Team Deathmatch,Enemies Frozen,88.0
Mei,Ruleset,Team Deathmatch,Enemies Frozen - Most in Game,12.0
Mei,Ruleset,Team Deathmatch,Blizzard Kills - Most in Game,2.0
Mei,Ruleset,Team Deathmatch,Blizzard Kills,13.0
Mei,Ruleset,Team Deathmatch,Damage Blocked - Most in Game,6078.981857
Mei,Ruleset,Team Deathmatch,Damage Blocked,20396.808891
Mei,Ruleset,Team Deathmatch,Eliminations - Most in Game,18.0
Mei,Ruleset,Team Deathmatch,Final Blows - Most in Game,8.0
Mei,Ruleset,Team Deathmatch,Turrets Destroyed,6.0
Mei,Ruleset,Team Deathmatch,Solo Kills - Most in Game,3.0
Mei,Ruleset,Team Deathmatch,Medals - Bronze,22.366615
Mei,Ruleset,Team Deathmatch,Medals - Silver,11.099756
Mei,Ruleset,Team Deathmatch,Medals - Gold,6.1565010000000004
Mei,Ruleset,Team Deathmatch,Medals,39.622871999999994
Mei,Ruleset,Team Deathmatch,Cards,5.0
Mei,Ruleset,Team Deathmatch,Offensive Assists,36.0
Mei,Ruleset,Team Deathmatch,Offensive Assists - Most in Game,7.0
Mei,Ruleset,Team Deathmatch,Critical Hits,28.0
Mei,Ruleset,Team Deathmatch,Critical Hits - Most in Game,5.0
Mei,Ruleset,Team Deathmatch,Critical Hits - Most in Life,3.0
Mei,Ruleset,Team Deathmatch,Self Healing,7086.0627269999995
Mei,Ruleset,Team Deathmatch,Self Healing - Most in Game,1110.572407
Mei,Ruleset,Team Deathmatch,Hero Damage Done,21375.831693
Mei,Ruleset,Team Deathmatch,Hero Damage Done - Most in Game,3189.103118
Mei,Ruleset,Team Deathmatch,Hero Damage Done - Most in Life,1094.468221
Mei,Ruleset,Team Deathmatch,Barrier Damage Done,2271.319983
Mei,Ruleset,Team Deathmatch,Barrier Damage Done - Most in Game,1059.699983
Mei,Ruleset,Team Deathmatch,Assists,78.0
Mei,Ruleset,Deathmatch,Eliminations,35.0
Mei,Ruleset,Deathmatch,Time Played,1043.095225
Mei,Ruleset,Deathmatch,Eliminations - Most in Life,10.0
Mei,Ruleset,Deathmatch,Most Score within one Life,859.724152
Mei,Ruleset,Deathmatch,Deaths,11.0
Mei,Ruleset,Deathmatch,Final Blows,28.0
Mei,Ruleset,Deathmatch,Solo Kills,20.0
Mei,Ruleset,Deathmatch,All Damage Done - Most in Life,1741.4063440000002
Mei,Ruleset,Deathmatch,Games Played,1.560326
Mei,Ruleset,Deathmatch,Score,3428.263781
Mei,Ruleset,Deathmatch,Weapon Accuracy - Best in Game,0.7
Mei,Ruleset,Deathmatch,All Damage Done,8235.23761
Mei,Ruleset,Deathmatch,Kill Streak - Best,10.0
Mei,Ruleset,Deathmatch,All Damage Done - Most in Game,3439.5797060000004
Mei,Ruleset,Deathmatch,Enemies Frozen,38.0
Mei,Ruleset,Deathmatch,Enemies Frozen - Most in Game,18.0
Mei,Ruleset,Deathmatch,Blizzard Kills - Most in Game,2.0
Mei,Ruleset,Deathmatch,Blizzard Kills,3.0
Mei,Ruleset,Deathmatch,Damage Blocked - Most in Game,430.56000199999994
Mei,Ruleset,Deathmatch,Damage Blocked,751.760038
Mei,Ruleset,Deathmatch,Eliminations - Most in Game,17.0
Mei,Ruleset,Deathmatch,Final Blows - Most in Game,15.0
Mei,Ruleset,Deathmatch,Turrets Destroyed,3.0
Mei,Ruleset,Deathmatch,Solo Kills - Most in Game,8.0
Mei,Ruleset,Deathmatch,Medals - Bronze,2.31825
Mei,Ruleset,Deathmatch,Medals - Silver,0.202574
Mei,Ruleset,Deathmatch,Medals - Gold,0.202574
Mei,Ruleset,Deathmatch,Medals,2.723398
Mei,Ruleset,Deathmatch,Cards,2.0
Mei,Ruleset,Deathmatch,Melee Final Blows,1.0
Mei,Ruleset,Deathmatch,Time Spent on Fire,279.644839
Mei,Ruleset,Deathmatch,Offensive Assists,8.0
Mei,Ruleset,Deathmatch,Offensive Assists - Most in Game,5.0
Mei,Ruleset,Deathmatch,Critical Hits,20.0
Mei,Ruleset,Deathmatch,Critical Hits - Most in Game,9.0
Mei,Ruleset,Deathmatch,Critical Hits - Most in Life,6.0
Mei,Ruleset,Deathmatch,Self Healing,2253.470413
Mei,Ruleset,Deathmatch,Self Healing - Most in Game,727.9318059999999
Mei,Ruleset,Deathmatch,Melee Final Blows - Most in Game,1.0
Mei,Ruleset,Deathmatch,Games Tied,1.560326
Mei,Ruleset,Deathmatch,Time Spent on Fire - Most in Game,216.1031
Mei,Ruleset,Deathmatch,Hero Damage Done,7953.362609999999
Mei,Ruleset,Deathmatch,Hero Damage Done - Most in Game,3407.3297060000004
Mei,Ruleset,Deathmatch,Hero Damage Done - Most in Life,1709.1563440000002
Mei,Ruleset,Deathmatch,Barrier Damage Done,189.0
Mei,Ruleset,Deathmatch,Barrier Damage Done - Most in Game,110.25
Mei,Ruleset,Deathmatch,Assists,7.0
Mei,Ranked,Season 10,Eliminations,7.0
Mei,Ranked,Season 10,Time Played,400.790051
Mei,Ranked,Season 10,Eliminations - Most in Life,4.0
Mei,Ranked,Season 10,Most Score within one Life,455.323386
Mei,Ranked,Season 10,Deaths,5.0
Mei,Ranked,Season 10,Final Blows,2.0
Mei,Ranked,Season 10,All Damage Done - Most in Life,520.5456389999999
Mei,Ranked,Season 10,Games Played,0.463455
Mei,Ranked,Season 10,Score,952.2361460000001
Mei,Ranked,Season 10,Weapon Accuracy - Best in Game,1.0
Mei,Ranked,Season 10,All Damage Done,1738.3062739999998
Mei,Ranked,Season 10,Kill Streak - Best,4.0
Mei,Ranked,Season 10,All Damage Done - Most in Game,1627.306274
Mei,Ranked,Season 10,Enemies Frozen,7.0
Mei,Ranked,Season 10,Enemies Frozen - Most in Game,7.0
Mei,Ranked,Season 10,Blizzard Kills - Most in Game,1.0
Mei,Ranked,Season 10,Blizzard Kills,1.0
Mei,Ranked,Season 10,Damage Blocked - Most in Game,3360.0097229999997
Mei,Ranked,Season 10,Damage Blocked,3782.6097259999997
Mei,Ranked,Season 10,Eliminations - Most in Game,7.0
Mei,Ranked,Season 10,Final Blows - Most in Game,2.0
Mei,Ranked,Season 10,Objective Kills,5.0
Mei,Ranked,Season 10,Objective Time,91.216004
Mei,Ranked,Season 10,Objective Kills - Most in Game,5.0
Mei,Ranked,Season 10,Objective Time - Most in Game,91.216004
Mei,Ranked,Season 10,Medals - Bronze,0.055275
Mei,Ranked,Season 10,Medals - Silver,0.013819
Mei,Ranked,Season 10,Medals,0.069094
Mei,Ranked,Season 10,Offensive Assists,3.0
Mei,Ranked,Season 10,Offensive Assists - Most in Game,3.0
Mei,Ranked,Season 10,Critical Hits,1.0
Mei,Ranked,Season 10,Critical Hits - Most in Game,1.0
Mei,Ranked,Season 10,Critical Hits - Most in Life,1.0
Mei,Ranked,Season 10,Self Healing,479.817454
Mei,Ranked,Season 10,Self Healing - Most in Game,449.04822300000006
Mei,Ranked,Season 10,Hero Damage Done,1261.905585
Mei,Ranked,Season 10,Hero Damage Done - Most in Game,1150.905585
Mei,Ranked,Season 10,Hero Damage Done - Most in Life,396.024948
Mei,Ranked,Season 10,Barrier Damage Done,476.40068899999994
Mei,Ranked,Season 10,Barrier Damage Done - Most in Game,476.40068899999994
Mei,Ranked,Season 10,Assists,5.0
Mei,Ruleset,Yeti Hunter,0x08600000000005E5,16.0
Mei,Ruleset,Yeti Hunter,0x08600000000005E6,16.0
Mei,Ranked,Season 14,Eliminations,3.0
Mei,Ranked,Season 14,Time Played,176.042719
Mei,Ranked,Season 14,Eliminations - Most in Life,2.0
Mei,Ranked,Season 14,Most Score within one Life,146.250002
Mei,Ranked,Season 14,Deaths,3.0
Mei,Ranked,Season 14,All Damage Done - Most in Life,834.375
Mei,Ranked,Season 14,Games Played,0.23714000000000002
Mei,Ranked,Season 14,Games Won,0.23714000000000002
Mei,Ranked,Season 14,Score,237.25149900000002
Mei,Ranked,Season 14,Weapon Accuracy - Best in Game,0.236842
Mei,Ranked,Season 14,All Damage Done,1352.634998
Mei,Ranked,Season 14,Kill Streak - Best,2.0
Mei,Ranked,Season 14,All Damage Done - Most in Game,1352.634998
Mei,Ranked,Season 14,Enemies Frozen,1.0
Mei,Ranked,Season 14,Enemies Frozen - Most in Game,1.0
Mei,Ranked,Season 14,Blizzard Kills - Most in Game,1.0
Mei,Ranked,Season 14,Blizzard Kills,1.0
Mei,Ranked,Season 14,Damage Blocked - Most in Game,682.0
Mei,Ranked,Season 14,Damage Blocked,682.0
Mei,Ranked,Season 14,Eliminations - Most in Game,3.0
Mei,Ranked,Season 14,Objective Kills,3.0
Mei,Ranked,Season 14,Objective Time,21.776001
Mei,Ranked,Season 14,Objective Kills - Most in Game,3.0
Mei,Ranked,Season 14,Objective Time - Most in Game,21.776001
Mei,Ranked,Season 14,Medals - Gold,0.23714000000000002
Mei,Ranked,Season 14,Medals,0.23714000000000002
Mei,Ranked,Season 14,Offensive Assists,1.0
Mei,Ranked,Season 14,Offensive Assists - Most in Game,1.0
Mei,Ranked,Season 14,Critical Hits,3.0
Mei,Ranked,Season 14,Critical Hits - Most in Game,3.0
Mei,Ranked,Season 14,Critical Hits - Most in Life,3.0
Mei,Ranked,Season 14,Self Healing,80.000001
Mei,Ranked,Season 14,Self Healing - Most in Game,80.000001
Mei,Ranked,Season 14,Hero Damage Done,1275.384998
Mei,Ranked,Season 14,Hero Damage Done - Most in Game,1275.384998
Mei,Ranked,Season 14,Hero Damage Done - Most in Life,759.375
Mei,Ranked,Season 14,Barrier Damage Done,77.25
Mei,Ranked,Season 14,Barrier Damage Done - Most in Game,77.25
Mei,Ranked,Season 14,Assists,3.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Eliminations,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Time Played,41.100592
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Eliminations - Most in Life,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Most Score within one Life,151.6
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Deaths,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Final Blows,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Solo Kills,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,All Damage Done - Most in Life,350.75
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Games Played,0.15798800000000002
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Score,151.6
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Weapon Accuracy - Best in Game,0.333333
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,All Damage Done,368.75
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Kill Streak - Best,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,All Damage Done - Most in Game,368.75
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Enemies Frozen,2.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Enemies Frozen - Most in Game,2.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Damage Blocked - Most in Game,80.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Damage Blocked,80.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Eliminations - Most in Game,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Final Blows - Most in Game,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Solo Kills - Most in Game,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Medals - Silver,0.15798800000000002
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Medals,0.15798800000000002
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Critical Hits,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Critical Hits - Most in Game,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Critical Hits - Most in Life,1.0
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Hero Damage Done,368.75
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Hero Damage Done - Most in Game,368.75
Mei,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Hero Damage Done - Most in Life,350.75
Sombra,Unranked,,Eliminations,31.0
Sombra,Unranked,,Time Played,3747.3197700000005
Sombra,Unranked,,Eliminations - Most in Life,4.0
Sombra,Unranked,,Most Score within one Life,441.82228200000003
Sombra,Unranked,,Deaths,49.0
Sombra,Unranked,,Final Blows,9.0
Sombra,Unranked,,Solo Kills,3.0
Sombra,Unranked,,All Damage Done - Most in Life,1949.0
Sombra,Unranked,,Games Played,9.032533
Sombra,Unranked,,Games Won,4.430066
Sombra,Unranked,,Score,4888.237753
Sombra,Unranked,,Weapon Accuracy - Best in Game,0.666667
Sombra,Unranked,,All Damage Done,14758.449684000001
Sombra,Unranked,,Kill Streak - Best,4.0
Sombra,Unranked,,All Damage Done - Most in Game,2186.0
Sombra,Unranked,,Eliminations - Most in Game,7.0
Sombra,Unranked,,Final Blows - Most in Game,3.0
Sombra,Unranked,,Objective Kills,12.0
Sombra,Unranked,,Objective Time,198.047007
Sombra,Unranked,,Objective Kills - Most in Game,3.0
Sombra,Unranked,,Objective Time - Most in Game,44.944002000000005
Sombra,Unranked,,Turrets Destroyed,2.0
Sombra,Unranked,,Solo Kills - Most in Game,1.0
Sombra,Unranked,,Medals - Bronze,4.457799
Sombra,Unranked,,Medals - Silver,2.7301740000000003
Sombra,Unranked,,Medals - Gold,2.5817189999999997
Sombra,Unranked,,Medals,9.769692
Sombra,Unranked,,Melee Final Blows,1.0
Sombra,Unranked,,Offensive Assists,22.0
Sombra,Unranked,,Offensive Assists - Most in Game,6.0
Sombra,Unranked,,Critical Hits,120.0
Sombra,Unranked,,Melee Final Blows - Most in Game,1.0
Sombra,Unranked,,Enemies Hacked,83.0
Sombra,Unranked,,Enemies EMP'd,25.0
Sombra,Unranked,,Enemies Hacked - Most in Game,12.0
Sombra,Unranked,,Enemies EMP'd - Most in Game,4.0
Sombra,Unranked,,Hero Damage Done,10813.644744
Sombra,Unranked,,Hero Damage Done - Most in Game,1783.965871
Sombra,Unranked,,Hero Damage Done - Most in Life,924.462898
Sombra,Unranked,,Barrier Damage Done,2107.80494
Sombra,Unranked,,Barrier Damage Done - Most in Game,536.0
Sombra,Unranked,,Assists,22.0
Sombra,Ruleset,Elimination,Eliminations,2.0
Sombra,Ruleset,Elimination,Time Played,105.56743600000001
Sombra,Ruleset,Elimination,Eliminations - Most in Life,2.0
Sombra,Ruleset,Elimination,Most Score within one Life,192.800119
Sombra,Ruleset,Elimination,Deaths,1.0
Sombra,Ruleset,Elimination,Final Blows,2.0
Sombra,Ruleset,Elimination,Solo Kills,1.0
Sombra,Ruleset,Elimination,All Damage Done - Most in Life,449.555817
Sombra,Ruleset,Elimination,Games Played,0.31059200000000003
Sombra,Ruleset,Elimination,Games Won,0.31059200000000003
Sombra,Ruleset,Elimination,Score,217.800119
Sombra,Ruleset,Elimination,Weapon Accuracy - Best in Game,0.424658
Sombra,Ruleset,Elimination,All Damage Done,823.555817
Sombra,Ruleset,Elimination,Kill Streak - Best,2.0
Sombra,Ruleset,Elimination,All Damage Done - Most in Game,449.555817
Sombra,Ruleset,Elimination,Eliminations - Most in Game,2.0
Sombra,Ruleset,Elimination,Final Blows - Most in Game,2.0
Sombra,Ruleset,Elimination,Solo Kills - Most in Game,1.0
Sombra,Ruleset,Elimination,Medals - Bronze,0.31059200000000003
Sombra,Ruleset,Elimination,Medals - Silver,0.31059200000000003
Sombra,Ruleset,Elimination,Medals - Gold,0.31059200000000003
Sombra,Ruleset,Elimination,Medals,0.931776
Sombra,Ruleset,Elimination,Critical Hits,12.0
Sombra,Ruleset,Elimination,Enemies Hacked,2.0
Sombra,Ruleset,Elimination,Enemies Hacked - Most in Game,1.0
Sombra,Ruleset,Elimination,Hero Damage Done,703.555817
Sombra,Ruleset,Elimination,Hero Damage Done - Most in Game,449.555817
Sombra,Ruleset,Elimination,Hero Damage Done - Most in Life,449.555817
Sombra,Ruleset,Elimination,Barrier Damage Done,120.0
Sombra,Ruleset,Elimination,Barrier Damage Done - Most in Game,120.0
Sombra,Ruleset,Mystery Heroes,Eliminations,169.0
Sombra,Ruleset,Mystery Heroes,Time Played,9173.661529
Sombra,Ruleset,Mystery Heroes,Eliminations - Most in Life,13.0
Sombra,Ruleset,Mystery Heroes,Most Score within one Life,1119.732726
Sombra,Ruleset,Mystery Heroes,Deaths,102.0
Sombra,Ruleset,Mystery Heroes,Final Blows,73.0
Sombra,Ruleset,Mystery Heroes,Solo Kills,27.0
Sombra,Ruleset,Mystery Heroes,All Damage Done - Most in Life,2836.419034
Sombra,Ruleset,Mystery Heroes,Games Played,10.137706
Sombra,Ruleset,Mystery Heroes,Games Won,5.756293
Sombra,Ruleset,Mystery Heroes,Score,16530.969785
Sombra,Ruleset,Mystery Heroes,Weapon Accuracy - Best in Game,1.0
Sombra,Ruleset,Mystery Heroes,All Damage Done,49985.085870999996
Sombra,Ruleset,Mystery Heroes,Kill Streak - Best,13.0
Sombra,Ruleset,Mystery Heroes,All Damage Done - Most in Game,4215.736905
Sombra,Ruleset,Mystery Heroes,Eliminations - Most in Game,13.0
Sombra,Ruleset,Mystery Heroes,Final Blows - Most in Game,7.0
Sombra,Ruleset,Mystery Heroes,Objective Kills,56.0
Sombra,Ruleset,Mystery Heroes,Objective Time,547.5750230000001
Sombra,Ruleset,Mystery Heroes,Objective Kills - Most in Game,5.0
Sombra,Ruleset,Mystery Heroes,Objective Time - Most in Game,65.731003
Sombra,Ruleset,Mystery Heroes,Turrets Destroyed,3.0
Sombra,Ruleset,Mystery Heroes,Solo Kills - Most in Game,3.0
Sombra,Ruleset,Mystery Heroes,Medals - Bronze,17.428454000000002
Sombra,Ruleset,Mystery Heroes,Medals - Silver,16.106625
Sombra,Ruleset,Mystery Heroes,Medals - Gold,11.607696
Sombra,Ruleset,Mystery Heroes,Medals,45.142773999999996
Sombra,Ruleset,Mystery Heroes,Cards,2.0
Sombra,Ruleset,Mystery Heroes,Melee Final Blows,3.0
Sombra,Ruleset,Mystery Heroes,Time Spent on Fire,88.01122600000001
Sombra,Ruleset,Mystery Heroes,Offensive Assists,69.0
Sombra,Ruleset,Mystery Heroes,Offensive Assists - Most in Game,7.0
Sombra,Ruleset,Mystery Heroes,Critical Hits,486.0
Sombra,Ruleset,Mystery Heroes,Melee Final Blows - Most in Game,1.0
Sombra,Ruleset,Mystery Heroes,Enemies Hacked,207.0
Sombra,Ruleset,Mystery Heroes,Enemies EMP'd,26.0
Sombra,Ruleset,Mystery Heroes,Enemies Hacked - Most in Game,16.0
Sombra,Ruleset,Mystery Heroes,Enemies EMP'd - Most in Game,6.0
Sombra,Ruleset,Mystery Heroes,Time Spent on Fire - Most in Game,44.958174
Sombra,Ruleset,Mystery Heroes,Hero Damage Done,40578.950305
Sombra,Ruleset,Mystery Heroes,Hero Damage Done - Most in Game,3098.355129
Sombra,Ruleset,Mystery Heroes,Hero Damage Done - Most in Life,1749.95102
Sombra,Ruleset,Mystery Heroes,Barrier Damage Done,5154.228491
Sombra,Ruleset,Mystery Heroes,Barrier Damage Done - Most in Game,445.59680599999996
Sombra,Ruleset,Mystery Heroes,Assists,96.0
Sombra,Ruleset,Duel,Time Played,44.004675
Sombra,Ruleset,Duel,Most Score within one Life,25.0
Sombra,Ruleset,Duel,Deaths,1.0
Sombra,Ruleset,Duel,All Damage Done - Most in Life,397.31678700000003
Sombra,Ruleset,Duel,Games Played,0.12678699999999998
Sombra,Ruleset,Duel,Score,25.0
Sombra,Ruleset,Duel,Weapon Accuracy - Best in Game,0.228571
Sombra,Ruleset,Duel,All Damage Done,397.31678700000003
Sombra,Ruleset,Duel,All Damage Done - Most in Game,397.31678700000003
Sombra,Ruleset,Duel,Medals - Gold,0.38036
Sombra,Ruleset,Duel,Medals,0.38036
Sombra,Ruleset,Duel,Enemies Hacked,1.0
Sombra,Ruleset,Duel,Enemies Hacked - Most in Game,1.0
Sombra,Ruleset,Duel,Hero Damage Done,93.316787
Sombra,Ruleset,Duel,Hero Damage Done - Most in Game,93.316787
Sombra,Ruleset,Duel,Hero Damage Done - Most in Life,93.316787
Sombra,Ruleset,Duel,Barrier Damage Done,304.0
Sombra,Ruleset,Duel,Barrier Damage Done - Most in Game,304.0
Sombra,Ruleset,Team Deathmatch,Eliminations,22.0
Sombra,Ruleset,Team Deathmatch,Time Played,1094.089417
Sombra,Ruleset,Team Deathmatch,Eliminations - Most in Life,5.0
